Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9
367,844,883,888,799,708,485,763,880,446,555,273,312,1402
342,868,884,888,730,749,485,776,999,442,555,292,312,1469
391,898,882,890,526,778,485,835,1016,441,568,271,286,1491
399,896,883,891,525,804,489,835,1042,464,568,271,267,1457
388,900,887,893,512,982,489,914,1206,486,567,314,198,1448
358,928,889,893,511,935,508,1079,1294,515,567,313,324,1448
358,928,852,930,507,931,510,1071,1328,522,565,313,366,1448
358,928,851,915,523,910,510,1087,1412,674,548,281,367,1445
358,878,901,848,531,901,632,920,1412,674,553,230,364,1444
355,770,1010,850,518,816,672,917,1429,675,543,235,262,1444
378,708,1092,849,385,692,720,917,1499,687,544,241,329,1469
378,705,1091,832,406,689,713,846,1523,691,550,266,322,1479
378,705,1086,820,423,652,765,704,1519,762,554,266,321,1433
378,476,1314,821,394,652,780,463,1509,822,560,263,321,1428
378,428,1335,722,519,652,837,513,1499,832,560,228,316,1382
370,428,1203,754,627,652,838,715,1315,817,573,168,317,1367
370,309,1293,702,708,652,743,786,1308,805,594,255,317,1105
388,311,1287,612,804,652,592,812,1281,793,529,251,317,1050
375,309,1306,559,858,651,571,863,1146,793,484,251,317,1091
312,347,1325,410,1013,651,551,892,1031,783,369,251,317,1059
297,316,1365,388,1046,651,548,1008,1008,783,236,251,317,859
296,321,1364,306,1134,632,548,1018,870,782,217,251,317,855
215,351,1415,302,1138,625,545,1018,920,591,216,251,317,1089
219,359,1384,332,1108,628,477,1022,955,573,216,290,317,1246
219,359,1369,347,1034,782,466,1055,992,591,216,362,317,1349
219,339,1359,377,1034,820,466,1231,992,516,187,396,317,1368
219,339,1255,480,1035,824,462,1254,1207,510,190,443,317,1260
211,337,1248,495,944,824,534,1232,1211,500,129,447,317,1130
211,337,1166,577,909,804,547,1251,1219,634,106,447,317,1130
211,337,1026,717,909,797,571,1251,1224,717,106,427,402,1080
211,337,919,809,924,790,600,1256,1179,721,162,427,438,986
181,367,844,883,888,807,622,1327,1076,768,184,425,438,960
181,342,868,884,888,784,648,1358,976,805,189,394,440,857
102,391,898,882,890,816,654,1299,972,875,227,393,440,718
94,399,896,883,891,821,650,1306,954,958,252,385,471,694
124,388,900,887,893,645,650,1233,831,950,252,329,469,693
154,358,928,889,893,628,631,1068,740,1056,252,329,422,693
197,358,928,852,930,688,629,1040,706,1104,252,415,409,693
259,358,928,851,915,697,629,989,621,977,252,417,409,693
330,358,878,901,848,736,507,945,621,977,263,453,409,693
330,355,770,1010,850,739,439,977,604,976,265,517,410,693
297,378,708,1092,849,700,384,1094,534,964,318,526,282,668
297,378,705,1091,832,700,388,1112,510,960,340,512,282,654
297,378,705,1086,820,725,340,1112,510,889,342,529,282,654
297,378,476,1314,821,725,326,1158,475,829,336,527,282,654
297,378,428,1335,722,725,258,1108,475,818,336,523,285,654
297,370,428,1203,754,725,257,917,475,815,323,523,282,654
317,370,309,1293,702,731,250,852,475,823,302,436,282,653
297,388,311,1287,612,735,247,888,475,846,302,435,282,653
292,375,309,1306,559,735,247,930,475,856,302,435,282,585
292,312,347,1325,410,735,247,927,475,915,342,435,282,646
287,297,316,1365,388,735,290,811,475,922,383,435,282,706
295,296,321,1364,306,735,492,801,469,922,383,443,282,708
295,215,351,1415,302,735,578,803,419,922,406,472,282,530
283,219,359,1384,332,732,578,857,384,922,470,515,282,433
283,219,359,1369,347,552,578,825,347,877,476,446,282,330
283,219,339,1359,377,475,578,696,347,906,476,412,283,271
283,219,339,1255,480,471,578,673,132,906,460,514,284,267
288,211,337,1248,495,471,505,685,128,906,463,510,284,267
314,211,337,1166,577,471,492,674,107,736,455,510,284,267
314,211,337,1026,717,500,448,674,102,653,564,510,202,267
314,211,337,919,809,373,471,669,102,682,568,510,287,295
314,181,367,844,883,311,451,598,102,635,545,542,299,328
352,181,342,868,884,289,479,716,83,598,551,563,326,393
360,102,391,898,882,228,473,724,136,528,500,569,370,405
390,94,399,896,883,198,473,730,107,520,475,569,518,430
360,124,388,900,887,190,473,747,66,517,475,571,525,465
330,154,358,928,889,275,473,747,66,382,475,571,432,466
287,197,358,928,852,276,473,747,66,327,545,523,403,498
225,259,358,928,851,267,473,747,90,302,568,538,402,750
154,330,358,878,901,228,475,747,92,317,559,503,402,809
154,330,355,770,1010,486,475,715,92,317,565,502,401,818
144,297,378,708,1092,507,475,598,198,317,607,694,401,818
144,297,378,705,1091,507,476,579,279,427,590,892,405,818
186,297,378,705,1086,533,540,579,370,432,584,877,413,818
186,297,378,476,1314,533,683,532,370,432,584,877,413,818
186,297,378,428,1335,632,721,532,398,432,584,984,410,820
186,297,370,428,1203,632,776,521,413,557,584,984,452,820
179,317,370,309,1293,626,776,515,433,571,677,992,464,833
187,297,388,311,1287,627,935,453,444,548,766,992,500,869
187,292,375,309,1306,627,983,360,479,538,766,992,500,841
187,292,312,347,1325,627,983,392,638,876,726,992,506,780
218,287,297,316,1365,693,945,418,724,869,685,992,574,720
255,295,296,321,1364,693,743,423,724,908,685,984,821,827
364,295,215,351,1415,693,662,437,762,959,662,955,1091,771
425,283,219,359,1384,693,662,379,902,1144,723,873,1091,711
425,283,219,359,1369,693,703,378,903,1191,721,870,1121,711
433,283,219,339,1359,693,703,331,903,1160,722,870,1158,727
433,283,219,339,1255,693,703,331,903,1173,737,721,1157,739
428,288,211,337,1248,693,703,326,903,1197,734,721,1247,745
402,314,211,337,1166,765,703,321,951,1247,733,721,1247,756
402,314,211,337,1026,866,709,330,1112,1385,624,721,1244,767
402,314,211,337,919,871,639,367,1159,1384,563,721,1123,739
402,314,181,367,844,893,648,386,1177,1384,563,689,1111,711
364,352,181,342,868,972,594,291,1183,1487,796,668,1179,646
356,360,102,391,898,1100,594,354,1123,1512,796,675,1135,634
435,390,94,399,896,1106,594,341,1195,1428,796,675,956,609
435,360,124,388,900,1096,594,318,1443,1468,796,673,949,574
435,330,154,358,928,1008,594,330,1443,1468,796,707,984,573
488,287,197,358,928,947,594,345,1443,1468,772,669,1005,559
488,225,259,358,928,947,594,345,1419,1470,749,710,1022,382
528,154,330,358,878,947,592,567,1417,1456,740,709,1046,334
630,154,330,355,770,940,650,653,1417,1456,758,640,1046,461
633,144,297,378,708,919,685,658,1311,1456,660,433,1046,461
648,144,297,378,705,1062,684,658,1261,1346,649,224,1131,465
611,186,297,378,705,1073,661,658,1204,1341,649,222,1123,488
674,186,297,378,476,1164,711,658,1278,1341,649,295,1161,504
674,186,297,378,428,1100,757,658,1250,1341,649,208,1161,517
711,186,297,370,428,1129,702,746,1235,1213,649,299,1120,523
698,179,317,370,309,1129,702,746,1220,1191,556,291,1108,510
690,187,297,388,311,1151,543,824,1237,1288,468,291,1240,474
726,187,292,375,309,1151,879,841,1290,1338,468,291,1240,476
741,187,292,312,347,1151,879,836,1175,941,468,291,1234,476
760,218,287,297,316,1151,874,810,1213,941,468,291,1230,476
754,255,295,296,321,1151,874,805,1267,1017,468,305,983,367
864,364,295,215,351,1158,869,846,1230,1114,468,326,713,367
811,425,283,219,359,1160,882,848,1122,929,343,326,713,367
1097,425,283,219,359,1160,889,848,1173,898,339,327,683,367
1101,433,283,219,339,1160,889,876,1266,879,338,423,645,351
1102,433,283,219,339,1160,889,876,1383,866,323,423,645,339
1104,428,288,211,337,1160,889,869,1425,842,323,444,555,333
1104,402,314,211,337,1088,905,1109,1448,933,325,444,555,322
1105,402,314,211,337,958,893,1100,1409,803,326,444,555,311
1105,402,314,211,337,953,892,1063,1376,782,326,444,555,311
1164,402,314,181,367,931,881,1044,1399,782,376,444,555,330
1164,364,352,181,342,852,888,977,1401,681,334,444,458,330
1164,356,360,102,391,724,888,906,1398,656,392,431,484,330
1055,435,390,94,399,716,888,906,1374,642,456,484,523,340
1055,435,360,124,388,716,888,1077,1320,591,505,587,549,408
1055,435,330,154,358,716,888,1153,1495,591,505,568,537,492
1002,488,287,197,358,716,888,1138,1529,591,493,606,611,474
1002,488,225,259,358,716,888,1138,1589,608,507,548,594,415
962,528,154,330,358,716,898,916,1618,624,759,548,570,406
860,630,154,330,355,462,892,870,1618,625,772,623,570,270
857,633,144,297,378,462,896,895,1713,629,848,671,570,270
859,648,144,297,378,319,933,895,1689,629,848,695,481,274
854,611,186,297,378,340,888,900,1656,629,848,705,481,465
812,674,186,297,378,378,694,967,1583,629,848,634,443,449
833,674,186,297,378,344,655,971,1591,629,848,614,443,436
811,711,186,297,370,315,750,883,1593,629,848,523,442,524
811,698,179,317,370,319,750,883,1588,629,848,523,442,538
937,690,187,297,388,299,750,805,1560,532,847,523,274,541
1032,726,187,292,375,304,366,808,1472,482,847,523,281,539
1032,741,187,292,312,304,471,765,1428,482,847,525,281,561
989,760,218,287,297,238,490,766,1304,482,957,661,217,561
946,754,255,295,296,238,508,832,1307,367,957,715,217,561
729,864,364,295,215,231,511,820,1382,219,1024,724,232,561
735,811,425,283,219,267,498,821,1417,219,1024,776,392,561
451,1097,425,283,219,272,508,821,1369,223,1024,775,392,561
458,1101,433,283,219,276,705,793,1313,223,1027,679,392,564
457,1102,433,283,219,276,727,793,1197,223,1076,679,396,569
467,1104,428,288,211,276,727,793,1155,223,1093,681,398,571
552,1104,402,314,211,317,711,622,1084,82,1091,689,471,571
590,1105,402,314,211,317,749,801,962,88,1134,689,493,571
590,1105,402,314,211,447,749,854,992,124,1273,689,493,571
531,1164,402,314,181,468,754,854,995,124,1657,689,493,547
536,1164,364,352,181,468,747,854,987,122,1456,689,532,557
536,1164,356,360,102,471,747,854,984,122,1398,689,506,598
536,1055,435,390,94,471,747,869,936,134,1334,636,467,605
542,1055,435,360,124,494,786,704,834,188,1285,533,441,600
598,1055,435,330,154,494,786,690,659,222,1286,525,417,555
729,1002,488,287,197,536,786,904,625,501,1252,506,322,593
829,1002,488,225,259,597,786,904,565,482,1297,506,322,577
832,962,528,154,330,597,776,904,840,465,1045,506,322,594
971,860,630,154,330,597,743,864,881,465,1055,454,322,594
1021,857,633,144,297,605,704,879,810,461,1007,406,322,596
1004,859,648,144,297,605,663,879,899,475,1007,382,322,622
1004,854,611,186,297,522,832,874,907,531,1007,499,322,466
997,812,674,186,297,433,855,828,906,612,1019,497,322,469
977,833,674,186,297,777,810,877,903,617,1032,567,322,467
980,811,711,186,297,777,935,880,901,713,1135,654,322,373
980,811,698,179,317,885,935,880,901,831,1249,682,322,359
854,937,690,187,297,1024,935,888,952,832,1249,682,322,356
725,1032,726,187,292,1110,935,869,1009,834,1249,863,315,356
710,1032,741,187,292,1225,830,865,1035,1012,1249,900,494,334
705,989,760,218,287,1237,811,864,1035,1021,1139,995,623,334
700,946,754,255,295,1237,793,839,1028,1044,1160,927,623,363
728,729,864,364,295,1237,790,812,963,1062,1093,1010,608,371
714,735,811,425,283,1199,793,809,974,1132,1093,982,448,424
712,451,1097,425,283,1196,735,922,1304,1113,1093,982,448,427
718,458,1101,433,283,1302,538,922,1268,1113,1092,983,448,464
753,457,1102,433,283,1326,516,941,1267,1363,1044,1022,444,542
805,467,1104,428,288,1326,533,943,1267,1469,1087,1097,442,544
861,552,1104,402,314,1474,533,871,1267,1553,1087,1112,369,663
822,590,1105,402,314,1829,495,692,1267,1539,1043,1124,347,956
822,590,1105,402,314,1722,495,639,1223,1666,904,1221,356,967
822,531,1164,402,314,1777,490,639,1179,1748,470,1249,506,1206
817,536,1164,364,352,1787,490,639,1179,1748,469,1278,473,1196
817,536,1164,356,360,1784,490,639,1179,1748,469,1278,473,1155
817,536,1055,435,390,1784,591,627,1179,1736,469,1278,473,1138
811,542,1055,435,360,1761,552,685,1087,1682,469,1278,473,1075
770,598,1055,435,330,1761,626,687,1196,1670,468,1271,473,1055
639,729,1002,488,287,1719,816,473,1202,1391,468,1252,473,1043
540,829,1002,488,225,1658,819,683,1207,1391,409,1252,473,1043
579,832,962,528,154,1696,819,741,912,1391,409,1252,482,1024
440,971,860,630,154,1877,800,758,871,1390,354,1229,629,1024
401,1021,857,633,144,1921,800,713,847,1390,326,1229,629,1022
402,1004,859,648,144,1922,800,713,751,1376,327,1229,629,989
656,1004,854,611,186,1922,631,713,771,1320,658,1233,658,1126
642,997,812,674,186,1882,608,707,772,1239,759,1239,658,1123
651,977,833,674,186,1565,608,1057,767,1234,776,1167,658,1123
633,980,811,711,186,1565,389,1283,767,1138,673,1081,658,1123
633,980,811,698,179,1453,482,1283,767,1020,560,1053,658,1123
633,854,937,690,187,1379,482,1275,716,1022,610,1056,658,1123
676,725,1032,726,187,1376,482,1274,659,1020,652,875,658,1123
734,710,1032,741,187,1261,482,1268,710,867,652,836,479,1123
753,705,989,760,218,1249,482,1268,729,878,652,641,350,1123
753,700,946,754,255,1249,482,1227,679,860,631,641,350,1094
723,728,729,864,364,1249,576,1209,668,842,631,539,350,1086
723,714,735,811,425,1249,573,1209,590,772,631,518,350,1033
723,712,451,1097,425,1247,573,1096,256,771,631,537,382,1144
698,718,458,1101,433,1206,573,1100,255,771,629,654,388,1112
663,753,457,1102,433,1386,573,1081,312,527,628,620,388,1029
599,805,467,1104,428,1387,556,1079,312,434,575,562,388,1060
458,861,552,1104,402,1212,556,1079,312,358,575,539,388,1025
458,822,590,1105,402,858,556,1079,479,358,586,549,390,742
458,822,590,1105,402,839,556,1079,489,184,596,453,400,731
458,822,531,1164,402,763,556,1079,530,118,613,427,250,492
458,817,536,1164,364,812,556,1155,530,174,652,456,244,492
458,817,536,1164,356,825,556,1253,530,193,825,456,285,492
458,817,536,1055,435,959,455,1302,544,381,842,456,369,492
458,811,542,1055,435,959,455,1264,549,630,842,456,399,493
443,770,598,1055,435,959,381,1190,440,609,842,456,399,474
501,639,729,1002,488,988,396,1257,434,613,842,509,410,502
505,540,829,1002,488,989,432,1091,429,677,842,512,481,515
478,579,832,962,528,951,458,1033,420,682,842,518,627,515
500,440,971,860,630,770,476,1065,420,682,842,537,517,515
490,401,1021,857,633,718,476,1065,425,683,843,551,517,515
490,402,1004,859,648,717,568,1065,476,683,842,551,518,514
237,656,1004,854,611,717,694,1065,447,683,511,420,491,319
239,642,997,812,674,717,740,1052,446,683,398,414,491,337
229,651,977,833,674,689,740,649,446,683,368,425,491,340
229,633,980,811,711,689,739,420,446,683,368,456,491,340
229,633,980,811,698,720,646,428,446,683,367,478,491,370
229,633,854,937,690,722,648,491,446,680,317,552,491,496
245,676,725,1032,726,634,650,491,456,680,275,624,491,550
270,734,710,1032,741,634,650,491,379,655,280,645,491,581
251,753,705,989,760,727,650,491,360,715,323,618,491,581
251,753,700,946,754,762,650,491,360,747,383,757,491,596
251,723,728,729,864,762,556,510,374,752,424,746,491,703
251,723,714,735,811,762,556,510,375,784,477,743,491,950
255,723,712,451,1097,799,558,511,375,934,481,724,459,871
279,698,718,458,1101,730,600,515,375,995,481,643,453,905
279,663,753,457,1102,526,605,515,318,990,483,638,453,1257
279,599,805,467,1104,525,605,515,318,977,476,598,453,1400
279,458,861,552,1104,512,605,679,318,969,476,715,453,1421
283,458,822,590,1105,511,605,682,151,976,465,713,473,1411
295,458,822,590,1105,507,605,702,380,977,455,753,471,1412
295,458,822,531,1164,523,605,760,352,961,438,753,517,1413
295,458,817,536,1164,531,605,734,352,928,493,695,703,1416
299,458,817,536,1164,518,639,689,352,927,338,713,671,1465
310,458,817,536,1055,385,684,637,338,739,402,766,647,1651
336,458,811,542,1055,406,761,611,333,490,471,839,640,1702
369,443,770,598,1055,423,942,609,333,489,522,848,640,1720
311,501,639,729,1002,394,771,542,333,485,547,795,629,1666
306,505,540,829,1002,519,740,505,406,421,547,834,558,1716
293,478,579,832,962,627,806,506,409,416,552,828,403,1739
271,500,440,971,860,708,788,457,509,423,552,810,366,1857
270,490,401,1021,857,804,845,569,615,422,561,842,366,1886
269,490,402,1004,859,858,797,618,592,422,561,852,365,2073
268,237,656,1004,854,1013,671,668,624,485,563,852,363,2089
266,239,642,997,812,1046,628,674,624,485,573,854,381,2072
266,229,651,977,833,1134,629,674,680,565,573,843,381,2111
266,229,633,980,811,1138,639,674,690,580,573,811,418,2138
266,229,633,980,811,1108,642,670,690,580,647,789,418,2154
266,229,633,854,937,1034,802,634,690,628,665,715,496,2127
207,245,676,725,1032,1034,955,634,680,636,680,651,555,2080
126,270,734,710,1032,1035,955,640,680,695,675,742,561,2049
124,251,753,705,989,944,955,642,826,697,632,733,563,2049
124,251,753,700,946,909,955,648,832,758,572,594,563,2034
124,251,723,728,729,909,955,657,856,782,539,607,563,1984
124,251,723,714,735,924,959,720,855,776,486,619,565,1742
120,255,723,712,451,888,1143,729,873,885,482,629,592,1731
96,279,698,718,458,888,1155,737,873,851,520,592,592,1697
97,279,663,753,457,890,1187,737,893,927,518,592,624,1406
97,279,599,805,467,891,1189,737,937,929,542,616,673,1228
97,279,458,861,552,893,1349,573,946,929,569,499,717,1123
93,283,458,822,590,893,1453,570,946,947,593,481,695,1132
87,295,458,822,590,930,1547,550,716,946,593,440,680,1141
95,295,458,822,531,915,1547,527,707,947,593,438,678,1144
116,295,458,817,536,848,1558,553,826,924,499,457,501,1209
167,299,458,817,536,850,1538,508,1158,906,607,452,492,1188
579,310,458,817,536,849,1549,561,1221,993,619,399,432,1005
589,336,458,811,542,832,1473,654,1252,1105,666,326,409,953
564,369,443,770,598,820,1367,778,1270,1122,671,317,409,935
698,311,501,639,729,821,1388,848,1373,1128,668,317,409,935
708,306,505,540,829,722,1416,842,1403,1196,668,275,409,872
784,293,478,579,832,754,1408,841,1452,1279,699,275,409,849
784,271,500,440,971,702,1425,854,1500,1278,699,274,409,731
788,270,490,401,1021,612,1467,743,1412,1278,689,228,409,702
860,269,490,402,1004,559,1437,694,1394,1320,689,218,415,515
1055,268,237,656,1004,410,1438,644,1362,1292,687,218,433,504
1208,266,239,642,997,388,1438,636,1362,1293,677,216,549,504
1302,266,229,651,977,306,1437,641,1306,1213,677,216,648,469
1608,266,229,633,980,302,1427,641,1296,1198,689,216,612,479
1659,266,229,633,980,332,1424,637,1296,1242,680,272,612,437
1671,266,229,633,854,347,1262,637,1296,1194,667,356,534,338
1669,207,245,676,725,377,1107,643,1296,1186,660,440,475,331
1690,126,270,734,710,480,1112,642,1296,1127,680,344,477,331
1719,124,251,753,705,495,1119,661,1150,1045,680,344,574,387
1737,124,251,753,700,577,1143,657,1144,947,680,344,587,412
1758,124,251,723,728,717,1316,630,1106,918,672,346,587,511
1776,124,251,723,714,809,1323,567,1106,892,672,365,608,509
1779,120,255,723,712,883,1214,557,1088,633,672,402,581,524
1779,96,279,698,718,884,1217,541,1088,606,634,419,585,530
1778,97,279,663,753,882,1180,541,1090,529,642,419,553,572
1783,97,279,599,805,883,1209,541,1047,527,645,395,588,619
1826,97,279,458,861,887,1049,541,1040,527,629,411,567,624
1841,93,283,458,822,889,1079,541,1108,502,606,411,567,758
1872,87,295,458,822,852,1040,541,1111,627,640,411,565,841
1883,95,295,458,822,851,1127,520,1108,705,704,433,521,875
2057,116,295,458,817,901,1119,444,989,803,721,441,521,1048
2057,167,299,458,817,1010,1106,436,657,832,595,428,522,1354
1690,579,310,458,817,1092,1050,383,610,757,502,433,522,1398
1871,589,336,458,811,1091,1049,290,580,714,386,433,522,1532
1902,564,369,443,770,1086,974,169,667,707,336,485,538,1532
1787,698,311,501,639,1314,919,99,588,777,314,485,576,1532
1792,708,306,505,540,1335,886,98,546,709,314,486,577,1532
1719,784,293,478,579,1203,802,98,497,704,278,517,660,1532
1719,784,271,500,440,1293,798,85,389,706,278,517,683,1532
1715,788,270,490,401,1287,706,84,367,735,278,532,703,1532
