Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9
1002,488,287,197,716,888,1138,1529,591,493,606,611,474
1002,488,225,259,716,888,1138,1589,608,507,548,594,415
962,528,154,330,716,898,916,1618,624,759,548,570,406
860,630,154,330,462,892,870,1618,625,772,623,570,270
857,633,144,297,462,896,895,1713,629,848,671,570,270
859,648,144,297,319,933,895,1689,629,848,695,481,274
854,611,186,297,340,888,900,1656,629,848,705,481,465
812,674,186,297,378,694,967,1583,629,848,634,443,449
833,674,186,297,344,655,971,1591,629,848,614,443,436
811,711,186,297,315,750,883,1593,629,848,523,442,524
811,698,179,317,319,750,883,1588,629,848,523,442,538
937,690,187,297,299,750,805,1560,532,847,523,274,541
1032,726,187,292,304,366,808,1472,482,847,523,281,539
1032,741,187,292,304,471,765,1428,482,847,525,281,561
989,760,218,287,238,490,766,1304,482,957,661,217,561
946,754,255,295,238,508,832,1307,367,957,715,217,561
729,864,364,295,231,511,820,1382,219,1024,724,232,561
735,811,425,283,267,498,821,1417,219,1024,776,392,561
451,1097,425,283,272,508,821,1369,223,1024,775,392,561
458,1101,433,283,276,705,793,1313,223,1027,679,392,564
457,1102,433,283,276,727,793,1197,223,1076,679,396,569
467,1104,428,288,276,727,793,1155,223,1093,681,398,571
552,1104,402,314,317,711,622,1084,82,1091,689,471,571
590,1105,402,314,317,749,801,962,88,1134,689,493,571
590,1105,402,314,447,749,854,992,124,1273,689,493,571
531,1164,402,314,468,754,854,995,124,1657,689,493,547
536,1164,364,352,468,747,854,987,122,1456,689,532,557
536,1164,356,360,471,747,854,984,122,1398,689,506,598
536,1055,435,390,471,747,869,936,134,1334,636,467,605
542,1055,435,360,494,786,704,834,188,1285,533,441,600
598,1055,435,330,494,786,690,659,222,1286,525,417,555
729,1002,488,287,536,786,904,625,501,1252,506,322,593
829,1002,488,225,597,786,904,565,482,1297,506,322,577
832,962,528,154,597,776,904,840,465,1045,506,322,594
971,860,630,154,597,743,864,881,465,1055,454,322,594
1021,857,633,144,605,704,879,810,461,1007,406,322,596
1004,859,648,144,605,663,879,899,475,1007,382,322,622
1004,854,611,186,522,832,874,907,531,1007,499,322,466
997,812,674,186,433,855,828,906,612,1019,497,322,469
977,833,674,186,777,810,877,903,617,1032,567,322,467
980,811,711,186,777,935,880,901,713,1135,654,322,373
980,811,698,179,885,935,880,901,831,1249,682,322,359
854,937,690,187,1024,935,888,952,832,1249,682,322,356
725,1032,726,187,1110,935,869,1009,834,1249,863,315,356
710,1032,741,187,1225,830,865,1035,1012,1249,900,494,334
705,989,760,218,1237,811,864,1035,1021,1139,995,623,334
700,946,754,255,1237,793,839,1028,1044,1160,927,623,363
728,729,864,364,1237,790,812,963,1062,1093,1010,608,371
714,735,811,425,1199,793,809,974,1132,1093,982,448,424
712,451,1097,425,1196,735,922,1304,1113,1093,982,448,427
718,458,1101,433,1302,538,922,1268,1113,1092,983,448,464
753,457,1102,433,1326,516,941,1267,1363,1044,1022,444,542
805,467,1104,428,1326,533,943,1267,1469,1087,1097,442,544
861,552,1104,402,1474,533,871,1267,1553,1087,1112,369,663
822,590,1105,402,1829,495,692,1267,1539,1043,1124,347,956
822,590,1105,402,1722,495,639,1223,1666,904,1221,356,967
822,531,1164,402,1777,490,639,1179,1748,470,1249,506,1206
817,536,1164,364,1787,490,639,1179,1748,469,1278,473,1196
817,536,1164,356,1784,490,639,1179,1748,469,1278,473,1155
817,536,1055,435,1784,591,627,1179,1736,469,1278,473,1138
811,542,1055,435,1761,552,685,1087,1682,469,1278,473,1075
770,598,1055,435,1761,626,687,1196,1670,468,1271,473,1055
639,729,1002,488,1719,816,473,1202,1391,468,1252,473,1043
540,829,1002,488,1658,819,683,1207,1391,409,1252,473,1043
579,832,962,528,1696,819,741,912,1391,409,1252,482,1024
440,971,860,630,1877,800,758,871,1390,354,1229,629,1024
401,1021,857,633,1921,800,713,847,1390,326,1229,629,1022
402,1004,859,648,1922,800,713,751,1376,327,1229,629,989
656,1004,854,611,1922,631,713,771,1320,658,1233,658,1126
642,997,812,674,1882,608,707,772,1239,759,1239,658,1123
651,977,833,674,1565,608,1057,767,1234,776,1167,658,1123
633,980,811,711,1565,389,1283,767,1138,673,1081,658,1123
633,980,811,698,1453,482,1283,767,1020,560,1053,658,1123
633,854,937,690,1379,482,1275,716,1022,610,1056,658,1123
676,725,1032,726,1376,482,1274,659,1020,652,875,658,1123
734,710,1032,741,1261,482,1268,710,867,652,836,479,1123
753,705,989,760,1249,482,1268,729,878,652,641,350,1123
753,700,946,754,1249,482,1227,679,860,631,641,350,1094
723,728,729,864,1249,576,1209,668,842,631,539,350,1086
723,714,735,811,1249,573,1209,590,772,631,518,350,1033
723,712,451,1097,1247,573,1096,256,771,631,537,382,1144
698,718,458,1101,1206,573,1100,255,771,629,654,388,1112
663,753,457,1102,1386,573,1081,312,527,628,620,388,1029
599,805,467,1104,1387,556,1079,312,434,575,562,388,1060
458,861,552,1104,1212,556,1079,312,358,575,539,388,1025
458,822,590,1105,858,556,1079,479,358,586,549,390,742
458,822,590,1105,839,556,1079,489,184,596,453,400,731
458,822,531,1164,763,556,1079,530,118,613,427,250,492
458,817,536,1164,812,556,1155,530,174,652,456,244,492
458,817,536,1164,825,556,1253,530,193,825,456,285,492
458,817,536,1055,959,455,1302,544,381,842,456,369,492
458,811,542,1055,959,455,1264,549,630,842,456,399,493
443,770,598,1055,959,381,1190,440,609,842,456,399,474
501,639,729,1002,988,396,1257,434,613,842,509,410,502
505,540,829,1002,989,432,1091,429,677,842,512,481,515
478,579,832,962,951,458,1033,420,682,842,518,627,515
500,440,971,860,770,476,1065,420,682,842,537,517,515
490,401,1021,857,718,476,1065,425,683,843,551,517,515
490,402,1004,859,717,568,1065,476,683,842,551,518,514
237,656,1004,854,717,694,1065,447,683,511,420,491,319
239,642,997,812,717,740,1052,446,683,398,414,491,337
229,651,977,833,689,740,649,446,683,368,425,491,340
229,633,980,811,689,739,420,446,683,368,456,491,340
229,633,980,811,720,646,428,446,683,367,478,491,370
229,633,854,937,722,648,491,446,680,317,552,491,496
245,676,725,1032,634,650,491,456,680,275,624,491,550
270,734,710,1032,634,650,491,379,655,280,645,491,581
251,753,705,989,727,650,491,360,715,323,618,491,581
251,753,700,946,762,650,491,360,747,383,757,491,596
251,723,728,729,762,556,510,374,752,424,746,491,703
251,723,714,735,762,556,510,375,784,477,743,491,950
255,723,712,451,799,558,511,375,934,481,724,459,871
279,698,718,458,730,600,515,375,995,481,643,453,905
279,663,753,457,526,605,515,318,990,483,638,453,1257
279,599,805,467,525,605,515,318,977,476,598,453,1400
279,458,861,552,512,605,679,318,969,476,715,453,1421
283,458,822,590,511,605,682,151,976,465,713,473,1411
295,458,822,590,507,605,702,380,977,455,753,471,1412
295,458,822,531,523,605,760,352,961,438,753,517,1413
295,458,817,536,531,605,734,352,928,493,695,703,1416
299,458,817,536,518,639,689,352,927,338,713,671,1465
310,458,817,536,385,684,637,338,739,402,766,647,1651
336,458,811,542,406,761,611,333,490,471,839,640,1702
369,443,770,598,423,942,609,333,489,522,848,640,1720
311,501,639,729,394,771,542,333,485,547,795,629,1666
306,505,540,829,519,740,505,406,421,547,834,558,1716
293,478,579,832,627,806,506,409,416,552,828,403,1739
271,500,440,971,708,788,457,509,423,552,810,366,1857
270,490,401,1021,804,845,569,615,422,561,842,366,1886
269,490,402,1004,858,797,618,592,422,561,852,365,2073
268,237,656,1004,1013,671,668,624,485,563,852,363,2089
266,239,642,997,1046,628,674,624,485,573,854,381,2072
266,229,651,977,1134,629,674,680,565,573,843,381,2111
266,229,633,980,1138,639,674,690,580,573,811,418,2138
266,229,633,980,1108,642,670,690,580,647,789,418,2154
266,229,633,854,1034,802,634,690,628,665,715,496,2127
207,245,676,725,1034,955,634,680,636,680,651,555,2080
126,270,734,710,1035,955,640,680,695,675,742,561,2049
124,251,753,705,944,955,642,826,697,632,733,563,2049
124,251,753,700,909,955,648,832,758,572,594,563,2034
124,251,723,728,909,955,657,856,782,539,607,563,1984
124,251,723,714,924,959,720,855,776,486,619,565,1742
120,255,723,712,888,1143,729,873,885,482,629,592,1731
96,279,698,718,888,1155,737,873,851,520,592,592,1697
97,279,663,753,890,1187,737,893,927,518,592,624,1406
97,279,599,805,891,1189,737,937,929,542,616,673,1228
97,279,458,861,893,1349,573,946,929,569,499,717,1123
93,283,458,822,893,1453,570,946,947,593,481,695,1132
87,295,458,822,930,1547,550,716,946,593,440,680,1141
95,295,458,822,915,1547,527,707,947,593,438,678,1144
116,295,458,817,848,1558,553,826,924,499,457,501,1209
167,299,458,817,850,1538,508,1158,906,607,452,492,1188
579,310,458,817,849,1549,561,1221,993,619,399,432,1005
589,336,458,811,832,1473,654,1252,1105,666,326,409,953
564,369,443,770,820,1367,778,1270,1122,671,317,409,935
698,311,501,639,821,1388,848,1373,1128,668,317,409,935
708,306,505,540,722,1416,842,1403,1196,668,275,409,872
784,293,478,579,754,1408,841,1452,1279,699,275,409,849
784,271,500,440,702,1425,854,1500,1278,699,274,409,731
788,270,490,401,612,1467,743,1412,1278,689,228,409,702
860,269,490,402,559,1437,694,1394,1320,689,218,415,515
1055,268,237,656,410,1438,644,1362,1292,687,218,433,504
1208,266,239,642,388,1438,636,1362,1293,677,216,549,504
1302,266,229,651,306,1437,641,1306,1213,677,216,648,469
1608,266,229,633,302,1427,641,1296,1198,689,216,612,479
1659,266,229,633,332,1424,637,1296,1242,680,272,612,437
1671,266,229,633,347,1262,637,1296,1194,667,356,534,338
1669,207,245,676,377,1107,643,1296,1186,660,440,475,331
1690,126,270,734,480,1112,642,1296,1127,680,344,477,331
1719,124,251,753,495,1119,661,1150,1045,680,344,574,387
1737,124,251,753,577,1143,657,1144,947,680,344,587,412
1758,124,251,723,717,1316,630,1106,918,672,346,587,511
1776,124,251,723,809,1323,567,1106,892,672,365,608,509
1779,120,255,723,883,1214,557,1088,633,672,402,581,524
1779,96,279,698,884,1217,541,1088,606,634,419,585,530
1778,97,279,663,882,1180,541,1090,529,642,419,553,572
1783,97,279,599,883,1209,541,1047,527,645,395,588,619
1826,97,279,458,887,1049,541,1040,527,629,411,567,624
1841,93,283,458,889,1079,541,1108,502,606,411,567,758
1872,87,295,458,852,1040,541,1111,627,640,411,565,841
1883,95,295,458,851,1127,520,1108,705,704,433,521,875
2057,116,295,458,901,1119,444,989,803,721,441,521,1048
2057,167,299,458,1010,1106,436,657,832,595,428,522,1354
1690,579,310,458,1092,1050,383,610,757,502,433,522,1398
1871,589,336,458,1091,1049,290,580,714,386,433,522,1532
1902,564,369,443,1086,974,169,667,707,336,485,538,1532
1787,698,311,501,1314,919,99,588,777,314,485,576,1532
1792,708,306,505,1335,886,98,546,709,314,486,577,1532
1719,784,293,478,1203,802,98,497,704,278,517,660,1532
1719,784,271,500,1293,798,85,389,706,278,517,683,1532
1715,788,270,490,1287,706,84,367,735,278,532,703,1532
1654,860,269,490,1306,692,84,411,731,319,538,901,1532
1464,1055,268,237,1325,691,84,430,698,319,578,1050,1527
1311,1208,266,239,1365,709,84,430,704,319,578,1017,1528
1217,1302,266,229,1364,709,88,434,712,319,578,985,1521
911,1608,266,229,1415,709,88,448,712,307,578,1026,1493
860,1659,266,229,1384,774,88,534,668,247,522,1079,1489
852,1671,266,229,1369,845,81,654,746,374,515,1118,1489
897,1669,207,245,1359,845,263,683,904,374,513,1127,1489
948,1690,126,270,1255,840,365,690,959,354,506,1179,1517
1015,1719,124,251,1248,833,356,694,1014,380,650,1086,1506
1006,1737,124,251,1166,815,354,748,1015,387,650,1073,1500
985,1758,124,251,1026,645,381,803,1015,387,635,1073,1372
967,1776,124,251,919,634,750,803,1015,387,608,1050,1371
964,1779,120,255,844,602,750,815,1015,387,562,1072,1332
973,1779,96,279,868,549,750,815,1015,391,545,1080,1318
973,1778,97,279,898,549,750,793,1015,384,545,1102,1241
968,1783,97,279,896,519,750,792,1036,357,545,1026,1213
925,1826,97,279,900,535,750,790,1036,346,530,1016,1279
941,1841,93,283,928,468,750,722,1039,345,528,1017,1151
904,1872,87,295,928,417,750,746,914,311,530,1017,1058
903,1883,95,295,928,351,736,780,836,247,525,1049,1020
708,2057,116,295,878,357,736,991,738,230,500,1091,782
653,2057,167,299,770,441,764,994,709,230,516,1091,550
597,1690,579,310,708,604,771,978,697,230,513,1091,564
380,1871,589,336,705,607,778,1049,628,230,513,1091,437
341,1902,564,369,705,644,775,1086,622,224,461,1075,438
323,1787,698,311,476,644,775,1304,591,224,461,1042,438
308,1792,708,306,428,641,786,1243,601,225,460,1082,443
303,1719,784,293,428,641,786,1240,707,246,429,1059,445
303,1719,784,271,309,628,888,1200,706,258,429,1036,445
303,1715,788,270,311,621,1042,1199,704,270,479,1021,445
292,1654,860,269,309,622,1063,1145,801,229,518,817,445
290,1464,1055,268,347,622,1083,1126,914,239,593,650,445
309,1311,1208,266,316,601,1086,1126,930,239,726,549,443
341,1217,1302,266,321,620,1077,1122,1066,240,745,482,443
343,911,1608,266,351,627,1080,1108,1066,431,746,440,434
344,860,1659,266,359,562,1148,1022,1066,444,746,387,434
357,852,1671,266,359,517,1139,902,988,339,666,348,434
357,897,1669,207,339,556,951,873,830,427,605,339,434
283,948,1690,126,339,556,848,866,775,433,609,279,406
187,1015,1719,124,337,556,837,884,720,417,526,273,361
178,1006,1737,124,337,570,837,830,732,446,558,273,342
181,985,1758,124,337,574,835,775,732,446,558,293,314
186,967,1776,124,337,708,485,775,777,446,555,293,312
192,964,1779,120,367,708,485,763,880,446,555,273,312
183,973,1779,96,342,749,485,776,999,442,555,292,312
183,973,1778,97,391,778,485,835,1016,441,568,271,286
183,968,1783,97,399,804,489,835,1042,464,568,271,267
183,925,1826,97,388,982,489,914,1206,486,567,314,198
154,941,1841,93,358,935,508,1079,1294,515,567,313,324
155,904,1872,87,358,931,510,1071,1328,522,565,313,366
174,903,1883,95,358,910,510,1087,1412,674,548,281,367
202,708,2057,116,358,901,632,920,1412,674,553,230,364
202,653,2057,167,355,816,672,917,1429,675,543,235,262
221,597,1690,579,378,692,720,917,1499,687,544,241,329
221,380,1871,589,378,689,713,846,1523,691,550,266,322
221,341,1902,564,378,652,765,704,1519,762,554,266,321
224,323,1787,698,378,652,780,463,1509,822,560,263,321
226,308,1792,708,378,652,837,513,1499,832,560,228,316
226,303,1719,784,370,652,838,715,1315,817,573,168,317
226,303,1719,784,370,652,743,786,1308,805,594,255,317
227,303,1715,788,388,652,592,812,1281,793,529,251,317
227,292,1654,860,375,651,571,863,1146,793,484,251,317
224,290,1464,1055,312,651,551,892,1031,783,369,251,317
221,309,1311,1208,297,651,548,1008,1008,783,236,251,317
272,341,1217,1302,296,632,548,1018,870,782,217,251,317
271,343,911,1608,215,625,545,1018,920,591,216,251,317
270,344,860,1659,219,628,477,1022,955,573,216,290,317
253,357,852,1671,219,782,466,1055,992,591,216,362,317
208,357,897,1669,219,820,466,1231,992,516,187,396,317
208,283,948,1690,219,824,462,1254,1207,510,190,443,317
208,187,1015,1719,211,824,534,1232,1211,500,129,447,317
208,178,1006,1737,211,804,547,1251,1219,634,106,447,317
205,181,985,1758,211,797,571,1251,1224,717,106,427,402
200,186,967,1776,211,790,600,1256,1179,721,162,427,438
194,192,964,1779,181,807,622,1327,1076,768,184,425,438
194,183,973,1779,181,784,648,1358,976,805,189,394,440
194,183,973,1778,102,816,654,1299,972,875,227,393,440
194,183,968,1783,94,821,650,1306,954,958,252,385,471
194,183,925,1826,124,645,650,1233,831,950,252,329,469
192,154,941,1841,154,628,631,1068,740,1056,252,329,422
198,155,904,1872,197,688,629,1040,706,1104,252,415,409
161,174,903,1883,259,697,629,989,621,977,252,417,409
133,202,708,2057,330,736,507,945,621,977,263,453,409
133,202,653,2057,330,739,439,977,604,976,265,517,410
119,221,597,1690,297,700,384,1094,534,964,318,526,282
119,221,380,1871,297,700,388,1112,510,960,340,512,282
174,221,341,1902,297,725,340,1112,510,889,342,529,282
218,224,323,1787,297,725,326,1158,475,829,336,527,282
238,226,308,1792,297,725,258,1108,475,818,336,523,285
317,226,303,1719,297,725,257,917,475,815,323,523,282
317,226,303,1719,317,731,250,852,475,823,302,436,282
316,227,303,1715,297,735,247,888,475,846,302,435,282
316,227,292,1654,292,735,247,930,475,856,302,435,282
316,224,290,1464,292,735,247,927,475,915,342,435,282
312,221,309,1311,287,735,290,811,475,922,383,435,282
252,272,341,1217,295,735,492,801,469,922,383,443,282
318,271,343,911,295,735,578,803,419,922,406,472,282
358,270,344,860,283,732,578,857,384,922,470,515,282
402,253,357,852,283,552,578,825,347,877,476,446,282
423,208,357,897,283,475,578,696,347,906,476,412,283
517,208,283,948,283,471,578,673,132,906,460,514,284
612,208,187,1015,288,471,505,685,128,906,463,510,284
690,208,178,1006,314,471,492,674,107,736,455,510,284
846,205,181,985,314,500,448,674,102,653,564,510,202
915,200,186,967,314,373,471,669,102,682,568,510,287
917,194,192,964,314,311,451,598,102,635,545,542,299
917,194,183,973,352,289,479,716,83,598,551,563,326
961,194,183,973,360,228,473,724,136,528,500,569,370
961,194,183,968,390,198,473,730,107,520,475,569,518
1193,194,183,925,360,190,473,747,66,517,475,571,525
1193,192,154,941,330,275,473,747,66,382,475,571,432
1186,198,155,904,287,276,473,747,66,327,545,523,403
1264,161,174,903,225,267,473,747,90,302,568,538,402
1330,133,202,708,154,228,475,747,92,317,559,503,402
1330,133,202,653,154,486,475,715,92,317,565,502,401
1327,119,221,597,144,507,475,598,198,317,607,694,401
1358,119,221,380,144,507,476,579,279,427,590,892,405
1303,174,221,341,186,533,540,579,370,432,584,877,413
1297,218,224,323,186,533,683,532,370,432,584,877,413
1275,238,226,308,186,632,721,532,398,432,584,984,410
1196,317,226,303,186,632,776,521,413,557,584,984,452
1196,317,226,303,179,626,776,515,433,571,677,992,464
1238,316,227,303,187,627,935,453,444,548,766,992,500
1262,316,227,292,187,627,983,360,479,538,766,992,500
1265,316,224,290,187,627,983,392,638,876,726,992,506
1260,312,221,309,218,693,945,418,724,869,685,992,574
1238,252,272,341,255,693,743,423,724,908,685,984,821
1182,318,271,343,364,693,662,437,762,959,662,955,1091
1258,358,270,344,425,693,662,379,902,1144,723,873,1091
1214,402,253,357,425,693,703,378,903,1191,721,870,1121
1193,423,208,357,433,693,703,331,903,1160,722,870,1158
1099,517,208,283,433,693,703,331,903,1173,737,721,1157
1004,612,208,187,428,693,703,326,903,1197,734,721,1247
926,690,208,178,402,765,703,321,951,1247,733,721,1247
770,846,205,181,402,866,709,330,1112,1385,624,721,1244
701,915,200,186,402,871,639,367,1159,1384,563,721,1123
700,917,194,192,402,893,648,386,1177,1384,563,689,1111
700,917,194,183,364,972,594,291,1183,1487,796,668,1179
701,961,194,183,356,1100,594,354,1123,1512,796,675,1135
704,961,194,183,435,1106,594,341,1195,1428,796,675,956
472,1193,194,183,435,1096,594,318,1443,1468,796,673,949
754,1193,192,154,435,1008,594,330,1443,1468,796,707,984
772,1186,198,155,488,947,594,345,1443,1468,772,669,1005
695,1264,161,174,488,947,594,345,1419,1470,749,710,1022
708,1330,133,202,528,947,592,567,1417,1456,740,709,1046
750,1330,133,202,630,940,650,653,1417,1456,758,640,1046
748,1327,119,221,633,919,685,658,1311,1456,660,433,1046
717,1358,119,221,648,1062,684,658,1261,1346,649,224,1131
717,1303,174,221,611,1073,661,658,1204,1341,649,222,1123
819,1297,218,224,674,1164,711,658,1278,1341,649,295,1161
