Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
709,1196,314,486,577,1532,472
704,1279,278,517,660,1532,472
706,1278,278,517,683,1532,472
735,1278,278,532,703,1532,472
731,1320,319,538,901,1532,472
698,1292,319,578,1050,1527,472
704,1293,319,578,1017,1528,472
712,1213,319,578,985,1521,472
712,1198,307,578,1026,1493,507
668,1242,247,522,1079,1489,517
746,1194,374,515,1118,1489,517
904,1186,374,513,1127,1489,517
959,1127,354,506,1179,1517,563
1014,1045,380,650,1086,1506,586
1015,947,387,650,1073,1500,573
1015,918,387,635,1073,1372,572
1015,892,387,608,1050,1371,650
1015,633,387,562,1072,1332,701
1015,606,391,545,1080,1318,650
1015,529,384,545,1102,1241,767
1036,527,357,545,1026,1213,777
1036,527,346,530,1016,1279,642
1039,502,345,528,1017,1151,487
914,627,311,530,1017,1058,487
836,705,247,525,1049,1020,490
738,803,230,500,1091,782,491
709,832,230,516,1091,550,491
697,757,230,513,1091,564,491
628,714,230,513,1091,437,495
622,707,224,461,1075,438,541
591,777,224,461,1042,438,546
601,709,225,460,1082,443,592
707,704,246,429,1059,445,607
706,706,258,429,1036,445,870
704,735,270,479,1021,445,925
801,731,229,518,817,445,980
914,698,239,593,650,445,1012
930,704,239,726,549,443,1212
1066,712,240,745,482,443,1216
1066,712,431,746,440,434,1181
1066,668,444,746,387,434,1171
988,746,339,666,348,434,1171
830,904,427,605,339,434,1211
775,959,433,609,279,406,1275
720,1014,417,526,273,361,1382
732,1015,446,558,273,342,1380
732,1015,446,558,293,314,1419
777,1015,446,555,293,312,1435
880,1015,446,555,273,312,1402
999,1015,442,555,292,312,1469
1016,1015,441,568,271,286,1491
1042,1036,464,568,271,267,1457
1206,1036,486,567,314,198,1448
1294,1039,515,567,313,324,1448
1328,914,522,565,313,366,1448
1412,836,674,548,281,367,1445
1412,738,674,553,230,364,1444
1429,709,675,543,235,262,1444
1499,697,687,544,241,329,1469
1523,628,691,550,266,322,1479
1519,622,762,554,266,321,1433
1509,591,822,560,263,321,1428
1499,601,832,560,228,316,1382
1315,707,817,573,168,317,1367
1308,706,805,594,255,317,1105
1281,704,793,529,251,317,1050
1146,801,793,484,251,317,1091
1031,914,783,369,251,317,1059
1008,930,783,236,251,317,859
870,1066,782,217,251,317,855
920,1066,591,216,251,317,1089
955,1066,573,216,290,317,1246
992,988,591,216,362,317,1349
992,830,516,187,396,317,1368
1207,775,510,190,443,317,1260
1211,720,500,129,447,317,1130
1219,732,634,106,447,317,1130
1224,732,717,106,427,402,1080
1179,777,721,162,427,438,986
1076,880,768,184,425,438,960
976,999,805,189,394,440,857
972,1016,875,227,393,440,718
954,1042,958,252,385,471,694
831,1206,950,252,329,469,693
740,1294,1056,252,329,422,693
706,1328,1104,252,415,409,693
621,1412,977,252,417,409,693
621,1412,977,263,453,409,693
604,1429,976,265,517,410,693
534,1499,964,318,526,282,668
510,1523,960,340,512,282,654
510,1519,889,342,529,282,654
475,1509,829,336,527,282,654
475,1499,818,336,523,285,654
475,1315,815,323,523,282,654
475,1308,823,302,436,282,653
475,1281,846,302,435,282,653
475,1146,856,302,435,282,585
475,1031,915,342,435,282,646
475,1008,922,383,435,282,706
469,870,922,383,443,282,708
419,920,922,406,472,282,530
384,955,922,470,515,282,433
347,992,877,476,446,282,330
347,992,906,476,412,283,271
132,1207,906,460,514,284,267
128,1211,906,463,510,284,267
107,1219,736,455,510,284,267
102,1224,653,564,510,202,267
102,1179,682,568,510,287,295
102,1076,635,545,542,299,328
83,976,598,551,563,326,393
136,972,528,500,569,370,405
107,954,520,475,569,518,430
66,831,517,475,571,525,465
66,740,382,475,571,432,466
66,706,327,545,523,403,498
90,621,302,568,538,402,750
92,621,317,559,503,402,809
92,604,317,565,502,401,818
198,534,317,607,694,401,818
279,510,427,590,892,405,818
370,510,432,584,877,413,818
370,475,432,584,877,413,818
398,475,432,584,984,410,820
413,475,557,584,984,452,820
433,475,571,677,992,464,833
444,475,548,766,992,500,869
479,475,538,766,992,500,841
638,475,876,726,992,506,780
724,475,869,685,992,574,720
724,469,908,685,984,821,827
762,419,959,662,955,1091,771
902,384,1144,723,873,1091,711
903,347,1191,721,870,1121,711
903,347,1160,722,870,1158,727
903,132,1173,737,721,1157,739
903,128,1197,734,721,1247,745
951,107,1247,733,721,1247,756
1112,102,1385,624,721,1244,767
1159,102,1384,563,721,1123,739
1177,102,1384,563,689,1111,711
1183,83,1487,796,668,1179,646
1123,136,1512,796,675,1135,634
1195,107,1428,796,675,956,609
1443,66,1468,796,673,949,574
1443,66,1468,796,707,984,573
1443,66,1468,772,669,1005,559
1419,90,1470,749,710,1022,382
1417,92,1456,740,709,1046,334
1417,92,1456,758,640,1046,461
1311,198,1456,660,433,1046,461
1261,279,1346,649,224,1131,465
1204,370,1341,649,222,1123,488
1278,370,1341,649,295,1161,504
1250,398,1341,649,208,1161,517
1235,413,1213,649,299,1120,523
1220,433,1191,556,291,1108,510
1237,444,1288,468,291,1240,474
1290,479,1338,468,291,1240,476
1175,638,941,468,291,1234,476
1213,724,941,468,291,1230,476
1267,724,1017,468,305,983,367
1230,762,1114,468,326,713,367
1122,902,929,343,326,713,367
1173,903,898,339,327,683,367
1266,903,879,338,423,645,351
1383,903,866,323,423,645,339
1425,903,842,323,444,555,333
1448,951,933,325,444,555,322
1409,1112,803,326,444,555,311
1376,1159,782,326,444,555,311
1399,1177,782,376,444,555,330
1401,1183,681,334,444,458,330
1398,1123,656,392,431,484,330
1374,1195,642,456,484,523,340
1320,1443,591,505,587,549,408
1495,1443,591,505,568,537,492
1529,1443,591,493,606,611,474
1589,1419,608,507,548,594,415
1618,1417,624,759,548,570,406
1618,1417,625,772,623,570,270
1713,1311,629,848,671,570,270
1689,1261,629,848,695,481,274
1656,1204,629,848,705,481,465
1583,1278,629,848,634,443,449
1591,1250,629,848,614,443,436
1593,1235,629,848,523,442,524
1588,1220,629,848,523,442,538
1560,1237,532,847,523,274,541
1472,1290,482,847,523,281,539
1428,1175,482,847,525,281,561
1304,1213,482,957,661,217,561
1307,1267,367,957,715,217,561
1382,1230,219,1024,724,232,561
1417,1122,219,1024,776,392,561
1369,1173,223,1024,775,392,561
1313,1266,223,1027,679,392,564
1197,1383,223,1076,679,396,569
1155,1425,223,1093,681,398,571
1084,1448,82,1091,689,471,571
962,1409,88,1134,689,493,571
992,1376,124,1273,689,493,571
995,1399,124,1657,689,493,547
987,1401,122,1456,689,532,557
984,1398,122,1398,689,506,598
936,1374,134,1334,636,467,605
834,1320,188,1285,533,441,600
659,1495,222,1286,525,417,555
625,1529,501,1252,506,322,593
565,1589,482,1297,506,322,577
840,1618,465,1045,506,322,594
881,1618,465,1055,454,322,594
810,1713,461,1007,406,322,596
899,1689,475,1007,382,322,622
907,1656,531,1007,499,322,466
906,1583,612,1019,497,322,469
903,1591,617,1032,567,322,467
901,1593,713,1135,654,322,373
901,1588,831,1249,682,322,359
952,1560,832,1249,682,322,356
1009,1472,834,1249,863,315,356
1035,1428,1012,1249,900,494,334
1035,1304,1021,1139,995,623,334
1028,1307,1044,1160,927,623,363
963,1382,1062,1093,1010,608,371
974,1417,1132,1093,982,448,424
1304,1369,1113,1093,982,448,427
1268,1313,1113,1092,983,448,464
1267,1197,1363,1044,1022,444,542
1267,1155,1469,1087,1097,442,544
1267,1084,1553,1087,1112,369,663
1267,962,1539,1043,1124,347,956
1223,992,1666,904,1221,356,967
1179,995,1748,470,1249,506,1206
1179,987,1748,469,1278,473,1196
1179,984,1748,469,1278,473,1155
1179,936,1736,469,1278,473,1138
1087,834,1682,469,1278,473,1075
1196,659,1670,468,1271,473,1055
1202,625,1391,468,1252,473,1043
1207,565,1391,409,1252,473,1043
912,840,1391,409,1252,482,1024
871,881,1390,354,1229,629,1024
847,810,1390,326,1229,629,1022
751,899,1376,327,1229,629,989
771,907,1320,658,1233,658,1126
772,906,1239,759,1239,658,1123
767,903,1234,776,1167,658,1123
767,901,1138,673,1081,658,1123
767,901,1020,560,1053,658,1123
716,952,1022,610,1056,658,1123
659,1009,1020,652,875,658,1123
710,1035,867,652,836,479,1123
729,1035,878,652,641,350,1123
679,1028,860,631,641,350,1094
668,963,842,631,539,350,1086
590,974,772,631,518,350,1033
256,1304,771,631,537,382,1144
255,1268,771,629,654,388,1112
312,1267,527,628,620,388,1029
312,1267,434,575,562,388,1060
312,1267,358,575,539,388,1025
479,1267,358,586,549,390,742
489,1223,184,596,453,400,731
530,1179,118,613,427,250,492
530,1179,174,652,456,244,492
530,1179,193,825,456,285,492
544,1179,381,842,456,369,492
549,1087,630,842,456,399,493
440,1196,609,842,456,399,474
434,1202,613,842,509,410,502
429,1207,677,842,512,481,515
420,912,682,842,518,627,515
420,871,682,842,537,517,515
425,847,683,843,551,517,515
476,751,683,842,551,518,514
447,771,683,511,420,491,319
446,772,683,398,414,491,337
446,767,683,368,425,491,340
446,767,683,368,456,491,340
446,767,683,367,478,491,370
446,716,680,317,552,491,496
456,659,680,275,624,491,550
379,710,655,280,645,491,581
360,729,715,323,618,491,581
360,679,747,383,757,491,596
374,668,752,424,746,491,703
375,590,784,477,743,491,950
375,256,934,481,724,459,871
375,255,995,481,643,453,905
318,312,990,483,638,453,1257
318,312,977,476,598,453,1400
318,312,969,476,715,453,1421
151,479,976,465,713,473,1411
380,489,977,455,753,471,1412
352,530,961,438,753,517,1413
352,530,928,493,695,703,1416
352,530,927,338,713,671,1465
338,544,739,402,766,647,1651
333,549,490,471,839,640,1702
333,440,489,522,848,640,1720
333,434,485,547,795,629,1666
406,429,421,547,834,558,1716
409,420,416,552,828,403,1739
509,420,423,552,810,366,1857
615,425,422,561,842,366,1886
592,476,422,561,852,365,2073
624,447,485,563,852,363,2089
624,446,485,573,854,381,2072
680,446,565,573,843,381,2111
690,446,580,573,811,418,2138
690,446,580,647,789,418,2154
690,446,628,665,715,496,2127
680,456,636,680,651,555,2080
680,379,695,675,742,561,2049
826,360,697,632,733,563,2049
832,360,758,572,594,563,2034
856,374,782,539,607,563,1984
855,375,776,486,619,565,1742
873,375,885,482,629,592,1731
873,375,851,520,592,592,1697
893,318,927,518,592,624,1406
937,318,929,542,616,673,1228
946,318,929,569,499,717,1123
946,151,947,593,481,695,1132
716,380,946,593,440,680,1141
707,352,947,593,438,678,1144
826,352,924,499,457,501,1209
1158,352,906,607,452,492,1188
1221,338,993,619,399,432,1005
1252,333,1105,666,326,409,953
1270,333,1122,671,317,409,935
1373,333,1128,668,317,409,935
1403,406,1196,668,275,409,872
1452,409,1279,699,275,409,849
1500,509,1278,699,274,409,731
1412,615,1278,689,228,409,702
1394,592,1320,689,218,415,515
1362,624,1292,687,218,433,504
1362,624,1293,677,216,549,504
1306,680,1213,677,216,648,469
1296,690,1198,689,216,612,479
1296,690,1242,680,272,612,437
1296,690,1194,667,356,534,338
1296,680,1186,660,440,475,331
1296,680,1127,680,344,477,331
1150,826,1045,680,344,574,387
1144,832,947,680,344,587,412
1106,856,918,672,346,587,511
1106,855,892,672,365,608,509
1088,873,633,672,402,581,524
1088,873,606,634,419,585,530
1090,893,529,642,419,553,572
1047,937,527,645,395,588,619
1040,946,527,629,411,567,624
1108,946,502,606,411,567,758
1111,716,627,640,411,565,841
1108,707,705,704,433,521,875
989,826,803,721,441,521,1048
657,1158,832,595,428,522,1354
610,1221,757,502,433,522,1398
580,1252,714,386,433,522,1532
667,1270,707,336,485,538,1532
588,1373,777,314,485,576,1532
546,1403,709,314,486,577,1532
497,1452,704,278,517,660,1532
389,1500,706,278,517,683,1532
367,1412,735,278,532,703,1532
411,1394,731,319,538,901,1532
430,1362,698,319,578,1050,1527
430,1362,704,319,578,1017,1528
434,1306,712,319,578,985,1521
448,1296,712,307,578,1026,1493
534,1296,668,247,522,1079,1489
654,1296,746,374,515,1118,1489
683,1296,904,374,513,1127,1489
690,1296,959,354,506,1179,1517
694,1150,1014,380,650,1086,1506
748,1144,1015,387,650,1073,1500
803,1106,1015,387,635,1073,1372
803,1106,1015,387,608,1050,1371
815,1088,1015,387,562,1072,1332
815,1088,1015,391,545,1080,1318
793,1090,1015,384,545,1102,1241
792,1047,1036,357,545,1026,1213
790,1040,1036,346,530,1016,1279
722,1108,1039,345,528,1017,1151
746,1111,914,311,530,1017,1058
780,1108,836,247,525,1049,1020
991,989,738,230,500,1091,782
994,657,709,230,516,1091,550
978,610,697,230,513,1091,564
1049,580,628,230,513,1091,437
1086,667,622,224,461,1075,438
1304,588,591,224,461,1042,438
1243,546,601,225,460,1082,443
1240,497,707,246,429,1059,445
1200,389,706,258,429,1036,445
1199,367,704,270,479,1021,445
1145,411,801,229,518,817,445
1126,430,914,239,593,650,445
1126,430,930,239,726,549,443
1122,434,1066,240,745,482,443
1108,448,1066,431,746,440,434
1022,534,1066,444,746,387,434
902,654,988,339,666,348,434
873,683,830,427,605,339,434
866,690,775,433,609,279,406
884,694,720,417,526,273,361
830,748,732,446,558,273,342
775,803,732,446,558,293,314
775,803,777,446,555,293,312
763,815,880,446,555,273,312
776,815,999,442,555,292,312
835,793,1016,441,568,271,286
835,792,1042,464,568,271,267
914,790,1206,486,567,314,198
1079,722,1294,515,567,313,324
1071,746,1328,522,565,313,366
1087,780,1412,674,548,281,367
920,991,1412,674,553,230,364
917,994,1429,675,543,235,262
917,978,1499,687,544,241,329
846,1049,1523,691,550,266,322
704,1086,1519,762,554,266,321
463,1304,1509,822,560,263,321
513,1243,1499,832,560,228,316
715,1240,1315,817,573,168,317
786,1200,1308,805,594,255,317
812,1199,1281,793,529,251,317
863,1145,1146,793,484,251,317
892,1126,1031,783,369,251,317
1008,1126,1008,783,236,251,317
1018,1122,870,782,217,251,317
1018,1108,920,591,216,251,317
1022,1022,955,573,216,290,317
1055,902,992,591,216,362,317
1231,873,992,516,187,396,317
1254,866,1207,510,190,443,317
1232,884,1211,500,129,447,317
1251,830,1219,634,106,447,317
1251,775,1224,717,106,427,402
1256,775,1179,721,162,427,438
1327,763,1076,768,184,425,438
1358,776,976,805,189,394,440
1299,835,972,875,227,393,440
1306,835,954,958,252,385,471
1233,914,831,950,252,329,469
1068,1079,740,1056,252,329,422
1040,1071,706,1104,252,415,409
989,1087,621,977,252,417,409
945,920,621,977,263,453,409
977,917,604,976,265,517,410
1094,917,534,964,318,526,282
1112,846,510,960,340,512,282
1112,704,510,889,342,529,282
1158,463,475,829,336,527,282
1108,513,475,818,336,523,285
917,715,475,815,323,523,282
852,786,475,823,302,436,282
888,812,475,846,302,435,282
930,863,475,856,302,435,282
927,892,475,915,342,435,282
811,1008,475,922,383,435,282
801,1018,469,922,383,443,282
803,1018,419,922,406,472,282
857,1022,384,922,470,515,282
825,1055,347,877,476,446,282
696,1231,347,906,476,412,283
673,1254,132,906,460,514,284
685,1232,128,906,463,510,284
674,1251,107,736,455,510,284
674,1251,102,653,564,510,202
669,1256,102,682,568,510,287
598,1327,102,635,545,542,299
716,1358,83,598,551,563,326
724,1299,136,528,500,569,370
730,1306,107,520,475,569,518
747,1233,66,517,475,571,525
747,1068,66,382,475,571,432
747,1040,66,327,545,523,403
747,989,90,302,568,538,402
747,945,92,317,559,503,402
715,977,92,317,565,502,401
598,1094,198,317,607,694,401
579,1112,279,427,590,892,405
579,1112,370,432,584,877,413
532,1158,370,432,584,877,413
532,1108,398,432,584,984,410
521,917,413,557,584,984,452
515,852,433,571,677,992,464
453,888,444,548,766,992,500
360,930,479,538,766,992,500
392,927,638,876,726,992,506
418,811,724,869,685,992,574
423,801,724,908,685,984,821
437,803,762,959,662,955,1091
379,857,902,1144,723,873,1091
378,825,903,1191,721,870,1121
331,696,903,1160,722,870,1158
331,673,903,1173,737,721,1157
326,685,903,1197,734,721,1247
321,674,951,1247,733,721,1247
330,674,1112,1385,624,721,1244
367,669,1159,1384,563,721,1123
386,598,1177,1384,563,689,1111
291,716,1183,1487,796,668,1179
354,724,1123,1512,796,675,1135
341,730,1195,1428,796,675,956
318,747,1443,1468,796,673,949
330,747,1443,1468,796,707,984
345,747,1443,1468,772,669,1005
345,747,1419,1470,749,710,1022
567,747,1417,1456,740,709,1046
653,715,1417,1456,758,640,1046
658,598,1311,1456,660,433,1046
658,579,1261,1346,649,224,1131
658,579,1204,1341,649,222,1123
658,532,1278,1341,649,295,1161
658,532,1250,1341,649,208,1161
746,521,1235,1213,649,299,1120
746,515,1220,1191,556,291,1108
824,453,1237,1288,468,291,1240
841,360,1290,1338,468,291,1240
836,392,1175,941,468,291,1234
810,418,1213,941,468,291,1230
805,423,1267,1017,468,305,983
846,437,1230,1114,468,326,713
848,379,1122,929,343,326,713
848,378,1173,898,339,327,683
876,331,1266,879,338,423,645
876,331,1383,866,323,423,645
869,326,1425,842,323,444,555
1109,321,1448,933,325,444,555
1100,330,1409,803,326,444,555
1063,367,1376,782,326,444,555
1044,386,1399,782,376,444,555
977,291,1401,681,334,444,458
906,354,1398,656,392,431,484
906,341,1374,642,456,484,523
1077,318,1320,591,505,587,549
1153,330,1495,591,505,568,537
1138,345,1529,591,493,606,611
1138,345,1589,608,507,548,594
916,567,1618,624,759,548,570
870,653,1618,625,772,623,570
895,658,1713,629,848,671,570
895,658,1689,629,848,695,481
900,658,1656,629,848,705,481
967,658,1583,629,848,634,443
971,658,1591,629,848,614,443
883,746,1593,629,848,523,442
883,746,1588,629,848,523,442
805,824,1560,532,847,523,274
808,841,1472,482,847,523,281
765,836,1428,482,847,525,281
766,810,1304,482,957,661,217
832,805,1307,367,957,715,217
820,846,1382,219,1024,724,232
821,848,1417,219,1024,776,392
821,848,1369,223,1024,775,392
793,876,1313,223,1027,679,392
793,876,1197,223,1076,679,396
793,869,1155,223,1093,681,398
622,1109,1084,82,1091,689,471
801,1100,962,88,1134,689,493
854,1063,992,124,1273,689,493
854,1044,995,124,1657,689,493
854,977,987,122,1456,689,532
854,906,984,122,1398,689,506
869,906,936,134,1334,636,467
704,1077,834,188,1285,533,441
690,1153,659,222,1286,525,417
904,1138,625,501,1252,506,322
904,1138,565,482,1297,506,322
904,916,840,465,1045,506,322
864,870,881,465,1055,454,322
879,895,810,461,1007,406,322
879,895,899,475,1007,382,322
874,900,907,531,1007,499,322
828,967,906,612,1019,497,322
877,971,903,617,1032,567,322
880,883,901,713,1135,654,322
880,883,901,831,1249,682,322
888,805,952,832,1249,682,322
869,808,1009,834,1249,863,315
865,765,1035,1012,1249,900,494
864,766,1035,1021,1139,995,623
839,832,1028,1044,1160,927,623
812,820,963,1062,1093,1010,608
809,821,974,1132,1093,982,448
922,821,1304,1113,1093,982,448
922,793,1268,1113,1092,983,448
941,793,1267,1363,1044,1022,444
943,793,1267,1469,1087,1097,442
871,622,1267,1553,1087,1112,369
692,801,1267,1539,1043,1124,347
639,854,1223,1666,904,1221,356
639,854,1179,1748,470,1249,506
639,854,1179,1748,469,1278,473
639,854,1179,1748,469,1278,473
627,869,1179,1736,469,1278,473
685,704,1087,1682,469,1278,473
687,690,1196,1670,468,1271,473
473,904,1202,1391,468,1252,473
683,904,1207,1391,409,1252,473
741,904,912,1391,409,1252,482
758,864,871,1390,354,1229,629
713,879,847,1390,326,1229,629
713,879,751,1376,327,1229,629
713,874,771,1320,658,1233,658
707,828,772,1239,759,1239,658
1057,877,767,1234,776,1167,658
1283,880,767,1138,673,1081,658
1283,880,767,1020,560,1053,658
1275,888,716,1022,610,1056,658
1274,869,659,1020,652,875,658
1268,865,710,867,652,836,479
1268,864,729,878,652,641,350
1227,839,679,860,631,641,350
