Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9,Accum_y-10
716,1008,275,628,935,468,1079,888,1153,1495,591,505,568,537,492,781,717
716,947,276,688,931,417,1040,888,1138,1529,591,493,606,611,474,754,896
716,947,267,697,910,351,1127,888,1138,1589,608,507,548,594,415,772,883
716,947,228,736,901,357,1119,898,916,1618,624,759,548,570,406,929,667
462,940,486,739,816,441,1106,892,870,1618,625,772,623,570,270,937,887
462,919,507,700,692,604,1050,896,895,1713,629,848,671,570,270,846,920
319,1062,507,700,689,607,1049,933,895,1689,629,848,695,481,274,832,1176
340,1073,533,725,652,644,974,888,900,1656,629,848,705,481,465,854,1208
378,1164,533,725,652,644,919,694,967,1583,629,848,634,443,449,721,1211
344,1100,632,725,652,641,886,655,971,1591,629,848,614,443,436,759,1219
315,1129,632,725,652,641,802,750,883,1593,629,848,523,442,524,1039,1328
319,1129,626,731,652,628,798,750,883,1588,629,848,523,442,538,1156,1364
299,1151,627,735,652,621,706,750,805,1560,532,847,523,274,541,1165,1402
304,1151,627,735,651,622,692,366,808,1472,482,847,523,281,539,848,1415
304,1151,627,735,651,622,691,471,765,1428,482,847,525,281,561,834,1415
238,1151,693,735,651,601,709,490,766,1304,482,957,661,217,561,820,1415
238,1151,693,735,632,620,709,508,832,1307,367,957,715,217,561,890,1415
231,1158,693,735,625,627,709,511,820,1382,219,1024,724,232,561,893,1415
267,1160,693,732,628,562,774,498,821,1417,219,1024,776,392,561,893,1415
272,1160,693,552,782,517,845,508,821,1369,223,1024,775,392,561,893,1412
276,1160,693,475,820,556,845,705,793,1313,223,1027,679,392,564,909,1562
276,1160,693,471,824,556,840,727,793,1197,223,1076,679,396,569,909,1588
276,1160,693,471,824,556,833,727,793,1155,223,1093,681,398,571,909,1596
317,1088,765,471,804,570,815,711,622,1084,82,1091,689,471,571,909,1758
317,958,866,500,797,574,645,749,801,962,88,1134,689,493,571,885,1816
447,953,871,373,790,708,634,749,854,992,124,1273,689,493,571,851,1837
468,931,893,311,807,708,602,754,854,995,124,1657,689,493,547,851,1971
468,852,972,289,784,749,549,747,854,987,122,1456,689,532,557,851,1971
471,724,1100,228,816,778,549,747,854,984,122,1398,689,506,598,849,1971
471,716,1106,198,821,804,519,747,869,936,134,1334,636,467,605,849,1934
494,716,1096,190,645,982,535,786,704,834,188,1285,533,441,600,853,1703
494,716,1008,275,628,935,468,786,690,659,222,1286,525,417,555,902,1703
536,716,947,276,688,931,417,786,904,625,501,1252,506,322,593,930,1461
597,716,947,267,697,910,351,786,904,565,482,1297,506,322,577,947,1434
597,716,947,228,736,901,357,776,904,840,465,1045,506,322,594,856,1425
597,462,940,486,739,816,441,743,864,881,465,1055,454,322,594,1001,1209
605,462,919,507,700,692,604,704,879,810,461,1007,406,322,596,1002,1205
605,319,1062,507,700,689,607,663,879,899,475,1007,382,322,622,1003,949
522,340,1073,533,725,652,644,832,874,907,531,1007,499,322,466,993,910
433,378,1164,533,725,652,644,855,828,906,612,1019,497,322,469,992,898
777,344,1100,632,725,652,641,810,877,903,617,1032,567,322,467,946,890
777,315,1129,632,725,652,641,935,880,901,713,1135,654,322,373,666,781
885,319,1129,626,731,652,628,935,880,901,831,1249,682,322,359,549,745
1024,299,1151,627,735,652,621,935,888,952,832,1249,682,322,356,540,707
1110,304,1151,627,735,651,622,935,869,1009,834,1249,863,315,356,589,694
1225,304,1151,627,735,651,622,830,865,1035,1012,1249,900,494,334,551,694
1237,238,1151,693,735,651,601,811,864,1035,1021,1139,995,623,334,525,807
1237,238,1151,693,735,632,620,793,839,1028,1044,1160,927,623,363,458,967
1237,231,1158,693,735,625,627,790,812,963,1062,1093,1010,608,371,455,1123
1199,267,1160,693,732,628,562,793,809,974,1132,1093,982,448,424,455,1123
1196,272,1160,693,552,782,517,735,922,1304,1113,1093,982,448,427,455,1123
1302,276,1160,693,475,820,556,538,922,1268,1113,1092,983,448,464,439,973
1326,276,1160,693,471,824,556,516,941,1267,1363,1044,1022,444,542,439,941
1326,276,1160,693,471,824,556,533,943,1267,1469,1087,1097,442,544,439,924
1474,317,1088,765,471,804,570,533,871,1267,1553,1087,1112,369,663,439,820
1829,317,958,866,500,797,574,495,692,1267,1539,1043,1124,347,956,439,774
1722,447,953,871,373,790,708,495,639,1223,1666,904,1221,356,967,439,754
1777,468,931,893,311,807,708,490,639,1179,1748,470,1249,506,1206,439,620
1787,468,852,972,289,784,749,490,639,1179,1748,469,1278,473,1196,454,620
1784,471,724,1100,228,816,778,490,639,1179,1748,469,1278,473,1155,469,620
1784,471,716,1106,198,821,804,591,627,1179,1736,469,1278,473,1138,469,678
1761,494,716,1096,190,645,982,552,685,1087,1682,469,1278,473,1075,465,793
1761,494,716,1008,275,628,935,626,687,1196,1670,468,1271,473,1055,527,794
1719,536,716,947,276,688,931,816,473,1202,1391,468,1252,473,1043,569,799
1658,597,716,947,267,697,910,819,683,1207,1391,409,1252,473,1043,535,799
1696,597,716,947,228,736,901,819,741,912,1391,409,1252,482,1024,647,987
1877,597,462,940,486,739,816,800,758,871,1390,354,1229,629,1024,519,982
1921,605,462,919,507,700,692,800,713,847,1390,326,1229,629,1022,545,953
1922,605,319,1062,507,700,689,800,713,751,1376,327,1229,629,989,574,953
1922,522,340,1073,533,725,652,631,713,771,1320,658,1233,658,1126,568,953
1882,433,378,1164,533,725,652,608,707,772,1239,759,1239,658,1123,575,953
1565,777,344,1100,632,725,652,608,1057,767,1234,776,1167,658,1123,577,963
1565,777,315,1129,632,725,652,389,1283,767,1138,673,1081,658,1123,709,963
1453,885,319,1129,626,731,652,482,1283,767,1020,560,1053,658,1123,711,963
1379,1024,299,1151,627,735,652,482,1275,716,1022,610,1056,658,1123,794,966
1376,1110,304,1151,627,735,651,482,1274,659,1020,652,875,658,1123,782,1150
1261,1225,304,1151,627,735,651,482,1268,710,867,652,836,479,1123,778,1162
1249,1237,238,1151,693,735,651,482,1268,729,878,652,641,350,1123,745,1050
1249,1237,238,1151,693,735,632,482,1227,679,860,631,641,350,1094,1020,917
1249,1237,231,1158,693,735,625,576,1209,668,842,631,539,350,1086,1022,800
1249,1199,267,1160,693,732,628,573,1209,590,772,631,518,350,1033,1024,800
1247,1196,272,1160,693,552,782,573,1096,256,771,631,537,382,1144,1024,802
1206,1302,276,1160,693,475,820,573,1100,255,771,629,654,388,1112,1024,802
1386,1326,276,1160,693,471,824,573,1081,312,527,628,620,388,1029,1024,805
1387,1326,276,1160,693,471,824,556,1079,312,434,575,562,388,1060,1024,805
1212,1474,317,1088,765,471,804,556,1079,312,358,575,539,388,1025,1123,723
858,1829,317,958,866,500,797,556,1079,479,358,586,549,390,742,1123,713
839,1722,447,953,871,373,790,556,1079,489,184,596,453,400,731,1123,910
763,1777,468,931,893,311,807,556,1079,530,118,613,427,250,492,1158,912
812,1787,468,852,972,289,784,556,1155,530,174,652,456,244,492,1143,1092
825,1784,471,724,1100,228,816,556,1253,530,193,825,456,285,492,1203,1102
959,1784,471,716,1106,198,821,455,1302,544,381,842,456,369,492,1372,1062
959,1761,494,716,1096,190,645,455,1264,549,630,842,456,399,493,1419,947
959,1761,494,716,1008,275,628,381,1190,440,609,842,456,399,474,1309,946
988,1719,536,716,947,276,688,396,1257,434,613,842,509,410,502,1241,993
989,1658,597,716,947,267,697,432,1091,429,677,842,512,481,515,1272,993
951,1696,597,716,947,228,736,458,1033,420,682,842,518,627,515,1114,805
770,1877,597,462,940,486,739,476,1065,420,682,842,537,517,515,1096,979
718,1921,605,462,919,507,700,476,1065,425,683,843,551,517,515,1069,1110
717,1922,605,319,1062,507,700,568,1065,476,683,842,551,518,514,1039,1216
717,1922,522,340,1073,533,725,694,1065,447,683,511,420,491,319,1034,1221
717,1882,433,378,1164,533,725,740,1052,446,683,398,414,491,337,1027,1221
689,1565,777,344,1100,632,725,740,649,446,683,368,425,491,340,1025,1211
689,1565,777,315,1129,632,725,739,420,446,683,368,456,491,340,901,1211
720,1453,885,319,1129,626,731,646,428,446,683,367,478,491,370,904,1259
722,1379,1024,299,1151,627,735,648,491,446,680,317,552,491,496,821,1263
634,1376,1110,304,1151,627,735,650,491,456,680,275,624,491,550,784,1079
634,1261,1225,304,1151,627,735,650,491,379,655,280,645,491,581,819,1160
727,1249,1237,238,1151,693,735,650,491,360,715,323,618,491,581,819,1174
762,1249,1237,238,1151,693,735,650,491,360,747,383,757,491,596,541,1147
762,1249,1237,231,1158,693,735,556,510,374,752,424,746,491,703,553,1108
762,1249,1199,267,1160,693,732,556,510,375,784,477,743,491,950,552,1108
799,1247,1196,272,1160,693,552,558,511,375,934,481,724,459,871,598,1137
730,1206,1302,276,1160,693,475,600,515,375,995,481,643,453,905,616,1137
526,1386,1326,276,1160,693,471,605,515,318,990,483,638,453,1257,616,1147
525,1387,1326,276,1160,693,471,605,515,318,977,476,598,453,1400,616,1147
512,1212,1474,317,1088,765,471,605,679,318,969,476,715,453,1421,529,1133
511,858,1829,317,958,866,500,605,682,151,976,465,713,473,1411,530,1138
507,839,1722,447,953,871,373,605,702,380,977,455,753,471,1412,530,941
523,763,1777,468,931,893,311,605,760,352,961,438,753,517,1413,495,1098
531,812,1787,468,852,972,289,605,734,352,928,493,695,703,1416,519,952
518,825,1784,471,724,1100,228,639,689,352,927,338,713,671,1465,444,1081
385,959,1784,471,716,1106,198,684,637,338,739,402,766,647,1651,275,1073
406,959,1761,494,716,1096,190,761,611,333,490,471,839,640,1702,228,1128
423,959,1761,494,716,1008,275,942,609,333,489,522,848,640,1720,227,1134
394,988,1719,536,716,947,276,771,542,333,485,547,795,629,1666,225,1205
519,989,1658,597,716,947,267,740,505,406,421,547,834,558,1716,247,1292
627,951,1696,597,716,947,228,806,506,409,416,552,828,403,1739,356,1391
708,770,1877,597,462,940,486,788,457,509,423,552,810,366,1857,502,1271
804,718,1921,605,462,919,507,845,569,615,422,561,842,366,1886,505,1161
858,717,1922,605,319,1062,507,797,618,592,422,561,852,365,2073,505,1055
1013,717,1922,522,340,1073,533,671,668,624,485,563,852,363,2089,504,1050
1046,717,1882,433,378,1164,533,628,674,624,485,573,854,381,2072,527,1195
1134,689,1565,777,344,1100,632,629,674,680,565,573,843,381,2111,527,1247
1138,689,1565,777,315,1129,632,639,674,690,580,573,811,418,2138,520,1252
1108,720,1453,885,319,1129,626,642,670,690,580,647,789,418,2154,515,1231
1034,722,1379,1024,299,1151,627,802,634,690,628,665,715,496,2127,515,1226
1034,634,1376,1110,304,1151,627,955,634,680,636,680,651,555,2080,515,1235
1035,634,1261,1225,304,1151,627,955,640,680,695,675,742,561,2049,480,1142
944,727,1249,1237,238,1151,693,955,642,826,697,632,733,563,2049,480,1159
909,762,1249,1237,238,1151,693,955,648,832,758,572,594,563,2034,479,1172
909,762,1249,1237,231,1158,693,955,657,856,782,539,607,563,1984,465,1242
924,762,1249,1199,267,1160,693,959,720,855,776,486,619,565,1742,535,1354
888,799,1247,1196,272,1160,693,1143,729,873,885,482,629,592,1731,494,1467
888,730,1206,1302,276,1160,693,1155,737,873,851,520,592,592,1697,512,1467
890,526,1386,1326,276,1160,693,1187,737,893,927,518,592,624,1406,551,1550
891,525,1387,1326,276,1160,693,1189,737,937,929,542,616,673,1228,611,1616
893,512,1212,1474,317,1088,765,1349,573,946,929,569,499,717,1123,631,1650
893,511,858,1829,317,958,866,1453,570,946,947,593,481,695,1132,631,1643
930,507,839,1722,447,953,871,1547,550,716,946,593,440,680,1141,713,1642
915,523,763,1777,468,931,893,1547,527,707,947,593,438,678,1144,796,1483
848,531,812,1787,468,852,972,1558,553,826,924,499,457,501,1209,788,1503
850,518,825,1784,471,724,1100,1538,508,1158,906,607,452,492,1188,801,1409
849,385,959,1784,471,716,1106,1549,561,1221,993,619,399,432,1005,812,1355
832,406,959,1761,494,716,1096,1473,654,1252,1105,666,326,409,953,856,1303
820,423,959,1761,494,716,1008,1367,778,1270,1122,671,317,409,935,898,1297
821,394,988,1719,536,716,947,1388,848,1373,1128,668,317,409,935,898,1228
722,519,989,1658,597,716,947,1416,842,1403,1196,668,275,409,872,844,1244
754,627,951,1696,597,716,947,1408,841,1452,1279,699,275,409,849,715,1164
702,708,770,1877,597,462,940,1425,854,1500,1278,699,274,409,731,562,1110
612,804,718,1921,605,462,919,1467,743,1412,1278,689,228,409,702,559,1242
559,858,717,1922,605,319,1062,1437,694,1394,1320,689,218,415,515,559,1276
410,1013,717,1922,522,340,1073,1438,644,1362,1292,687,218,433,504,559,1290
388,1046,717,1882,433,378,1164,1438,636,1362,1293,677,216,549,504,536,1181
306,1134,689,1565,777,344,1100,1437,641,1306,1213,677,216,648,469,536,1251
302,1138,689,1565,777,315,1129,1427,641,1296,1198,689,216,612,479,535,1263
332,1108,720,1453,885,319,1129,1424,637,1296,1242,680,272,612,437,535,1249
347,1034,722,1379,1024,299,1151,1262,637,1296,1194,667,356,534,338,535,1247
377,1034,634,1376,1110,304,1151,1107,643,1296,1186,660,440,475,331,535,1271
480,1035,634,1261,1225,304,1151,1112,642,1296,1127,680,344,477,331,537,1272
495,944,727,1249,1237,238,1151,1119,661,1150,1045,680,344,574,387,537,1240
577,909,762,1249,1237,238,1151,1143,657,1144,947,680,344,587,412,552,1227
717,909,762,1249,1237,231,1158,1316,630,1106,918,672,346,587,511,564,1157
809,924,762,1249,1199,267,1160,1323,567,1106,892,672,365,608,509,493,1046
883,888,799,1247,1196,272,1160,1214,557,1088,633,672,402,581,524,496,903
884,888,730,1206,1302,276,1160,1217,541,1088,606,634,419,585,530,547,962
882,890,526,1386,1326,276,1160,1180,541,1090,529,642,419,553,572,508,918
883,891,525,1387,1326,276,1160,1209,541,1047,527,645,395,588,619,496,884
887,893,512,1212,1474,317,1088,1049,541,1040,527,629,411,567,624,609,854
889,893,511,858,1829,317,958,1079,541,1108,502,606,411,567,758,763,869
852,930,507,839,1722,447,953,1040,541,1111,627,640,411,565,841,681,869
851,915,523,763,1777,468,931,1127,520,1108,705,704,433,521,875,598,870
901,848,531,812,1787,468,852,1119,444,989,803,721,441,521,1048,582,946
1010,850,518,825,1784,471,724,1106,436,657,832,595,428,522,1354,569,939
1092,849,385,959,1784,471,716,1050,383,610,757,502,433,522,1398,558,948
1091,832,406,959,1761,494,716,1049,290,580,714,386,433,522,1532,514,1147
1086,820,423,959,1761,494,716,974,169,667,707,336,485,538,1532,472,1391
1314,821,394,988,1719,536,716,919,99,588,777,314,485,576,1532,472,1343
1335,722,519,989,1658,597,716,886,98,546,709,314,486,577,1532,472,1240
1203,754,627,951,1696,597,716,802,98,497,704,278,517,660,1532,472,1221
1293,702,708,770,1877,597,462,798,85,389,706,278,517,683,1532,472,1222
1287,612,804,718,1921,605,462,706,84,367,735,278,532,703,1532,472,1104
1306,559,858,717,1922,605,319,692,84,411,731,319,538,901,1532,472,1070
1325,410,1013,717,1922,522,340,691,84,430,698,319,578,1050,1527,472,1056
1365,388,1046,717,1882,433,378,709,84,430,704,319,578,1017,1528,472,1020
1364,306,1134,689,1565,777,344,709,88,434,712,319,578,985,1521,472,898
1415,302,1138,689,1565,777,315,709,88,448,712,307,578,1026,1493,507,881
1384,332,1108,720,1453,885,319,774,88,534,668,247,522,1079,1489,517,868
1369,347,1034,722,1379,1024,299,845,81,654,746,374,515,1118,1489,517,871
1359,377,1034,634,1376,1110,304,845,263,683,904,374,513,1127,1489,517,851
1255,480,1035,634,1261,1225,304,840,365,690,959,354,506,1179,1517,563,863
1248,495,944,727,1249,1237,238,833,356,694,1014,380,650,1086,1506,586,868
1166,577,909,762,1249,1237,238,815,354,748,1015,387,650,1073,1500,573,954
1026,717,909,762,1249,1237,231,645,381,803,1015,387,635,1073,1372,572,1036
919,809,924,762,1249,1199,267,634,750,803,1015,387,608,1050,1371,650,1124
844,883,888,799,1247,1196,272,602,750,815,1015,387,562,1072,1332,701,1188
868,884,888,730,1206,1302,276,549,750,815,1015,391,545,1080,1318,650,1172
898,882,890,526,1386,1326,276,549,750,793,1015,384,545,1102,1241,767,1200
896,883,891,525,1387,1326,276,519,750,792,1036,357,545,1026,1213,777,1205
900,887,893,512,1212,1474,317,535,750,790,1036,346,530,1016,1279,642,1197
928,889,893,511,858,1829,317,468,750,722,1039,345,528,1017,1151,487,1182
928,852,930,507,839,1722,447,417,750,746,914,311,530,1017,1058,487,1182
928,851,915,523,763,1777,468,351,736,780,836,247,525,1049,1020,490,1181
878,901,848,531,812,1787,468,357,736,991,738,230,500,1091,782,491,1051
770,1010,850,518,825,1784,471,441,764,994,709,230,516,1091,550,491,1036
708,1092,849,385,959,1784,471,604,771,978,697,230,513,1091,564,491,1092
705,1091,832,406,959,1761,494,607,778,1049,628,230,513,1091,437,495,999
705,1086,820,423,959,1761,494,644,775,1086,622,224,461,1075,438,541,839
476,1314,821,394,988,1719,536,644,775,1304,591,224,461,1042,438,546,907
428,1335,722,519,989,1658,597,641,786,1243,601,225,460,1082,443,592,956
428,1203,754,627,951,1696,597,641,786,1240,707,246,429,1059,445,607,985
309,1293,702,708,770,1877,597,628,888,1200,706,258,429,1036,445,870,987
311,1287,612,804,718,1921,605,621,1042,1199,704,270,479,1021,445,925,952
309,1306,559,858,717,1922,605,622,1063,1145,801,229,518,817,445,980,952
347,1325,410,1013,717,1922,522,622,1083,1126,914,239,593,650,445,1012,1144
316,1365,388,1046,717,1882,433,601,1086,1126,930,239,726,549,443,1212,1147
321,1364,306,1134,689,1565,777,620,1077,1122,1066,240,745,482,443,1216,1147
351,1415,302,1138,689,1565,777,627,1080,1108,1066,431,746,440,434,1181,1147
359,1384,332,1108,720,1453,885,562,1148,1022,1066,444,746,387,434,1171,1157
359,1369,347,1034,722,1379,1024,517,1139,902,988,339,666,348,434,1171,1154
339,1359,377,1034,634,1376,1110,556,951,873,830,427,605,339,434,1211,1141
339,1255,480,1035,634,1261,1225,556,848,866,775,433,609,279,406,1275,1128
337,1248,495,944,727,1249,1237,556,837,884,720,417,526,273,361,1382,1123
337,1166,577,909,762,1249,1237,570,837,830,732,446,558,273,342,1380,1051
337,1026,717,909,762,1249,1237,574,835,775,732,446,558,293,314,1419,980
337,919,809,924,762,1249,1199,708,485,775,777,446,555,293,312,1435,924
367,844,883,888,799,1247,1196,708,485,763,880,446,555,273,312,1402,859
342,868,884,888,730,1206,1302,749,485,776,999,442,555,292,312,1469,817
391,898,882,890,526,1386,1326,778,485,835,1016,441,568,271,286,1491,744
399,896,883,891,525,1387,1326,804,489,835,1042,464,568,271,267,1457,707
388,900,887,893,512,1212,1474,982,489,914,1206,486,567,314,198,1448,729
358,928,889,893,511,858,1829,935,508,1079,1294,515,567,313,324,1448,769
358,928,852,930,507,839,1722,931,510,1071,1328,522,565,313,366,1448,769
358,928,851,915,523,763,1777,910,510,1087,1412,674,548,281,367,1445,820
358,878,901,848,531,812,1787,901,632,920,1412,674,553,230,364,1444,897
355,770,1010,850,518,825,1784,816,672,917,1429,675,543,235,262,1444,874
378,708,1092,849,385,959,1784,692,720,917,1499,687,544,241,329,1469,823
378,705,1091,832,406,959,1761,689,713,846,1523,691,550,266,322,1479,753
378,705,1086,820,423,959,1761,652,765,704,1519,762,554,266,321,1433,727
378,476,1314,821,394,988,1719,652,780,463,1509,822,560,263,321,1428,670
378,428,1335,722,519,989,1658,652,837,513,1499,832,560,228,316,1382,668
370,428,1203,754,627,951,1696,652,838,715,1315,817,573,168,317,1367,708
370,309,1293,702,708,770,1877,652,743,786,1308,805,594,255,317,1105,758
388,311,1287,612,804,718,1921,652,592,812,1281,793,529,251,317,1050,780
375,309,1306,559,858,717,1922,651,571,863,1146,793,484,251,317,1091,851
312,347,1325,410,1013,717,1922,651,551,892,1031,783,369,251,317,1059,717
